,platformId,platform,date,updated,type,description,postUrl,subscriberCount,score,media,likeAndViewCountsDisabled,languageCode,legacyId,id,statistics.actual.favoriteCount,statistics.actual.commentCount,statistics.expected.favoriteCount,statistics.expected.commentCount,account.id,account.name,account.handle,account.profileImage,account.subscriberCount,account.url,account.platform,account.platformId,account.verified,imageText,expandedLinks,translated_description,translated_imageText,description_cluster,Image_path,image_ocr,translated_image_ocr,accountHandle,party,Alignation
10191,3.2772775439999997e+28,Instagram,2024-01-10 15:52:29,2024-05-21 18:19:46,album,"आज महाराष्ट्र के पुणे में स्वामी विवेकानंद मंडप में आयोजित "" 13th भारतीय छात्र संसद "" के कार्यक्रम में शामिल हुआ।",https://www.instagram.com/p/C17OpAMvpvo/,327573,-1.5115638170999999,"[{'type': 'photo', 'url': 'https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/418092658_385345170687350_288703984765565314_n.heic?stp=dst-jpg&_nc_cat=107&ccb=1-7&_nc_sid=18de74&_nc_ohc=QXRK_p0m5tIQ7kNvgHVyyUI&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AYBa0l2Rfvql4FX_3gybo_WgypW-EaRO0ruailS8Y3Da5g&oe=665F22D8', 'height': 768, 'width': 1024}]",False,hi,0,8063839|3277277544205687784,18400,106,27802,171,8063839,Chirag Paswan,ichiragpaswan,https://scontent-sea1-1.cdninstagram.com/v/t51.2885-19/381267994_1471944610252765_4549254365658642136_n.jpg?stp=dst-jpg_s150x150&_nc_cat=1&ccb=1-7&_nc_sid=3fd06f&_nc_ohc=4AHsPfYar5AQ7kNvgFboKvH&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AYC2wln5Y2h5missAlx05VZZDaP8sbG4gyMDnw9lzB8N_Q&oe=666179E1,1066763,https://www.instagram.com/ichiragpaswan/,Instagram,9651287768,False,,,today swami vivekananda attended the program of 13th indian students parliament held at swami vivekananda mandap in pune maharashtra,,-1,['../images\\image_10191_0.jpg'],,,ichiragpaswan,LJSP,Left
10203,3.277194338e+28,Instagram,2024-01-10 13:07:10,2024-05-21 18:19:46,photo,"आईए , विकसित और समृद्ध बिहार के निर्माण में अपना योगदान दें।

बिहार फर्स्ट - बिहारी फर्स्ट "" संकल्प महासभा "" को भव्य बनाने के लिए आप सादर आमंत्रित हैं।

दिनांक - 16 जनवरी 2024 , 12:15 बजे दिन
स्थान - अक्षयवट राय स्टेडियम, हाजीपुर , वैशाली

#hajipur || #Bihar1st_bihari1st",https://www.instagram.com/p/C167uMUvVmu/,327573,-1.8978629793000001,"[{'type': 'photo', 'url': 'https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/417919218_750867236932575_8590048973438232804_n.heic?stp=dst-jpg&_nc_cat=110&ccb=1-7&_nc_sid=18de74&_nc_ohc=OalBEvd3YHQQ7kNvgEyaBsR&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AYB4q6JypvZWUOQ15ivulHwxK56L4gmPrR0FFefJ4wP5hw&oe=665F1DC2', 'height': 1800, 'width': 1440}]",False,hi,0,8063839|3277194337938397614,6317,47,11950,128,8063839,Chirag Paswan,ichiragpaswan,https://scontent-sea1-1.cdninstagram.com/v/t51.2885-19/381267994_1471944610252765_4549254365658642136_n.jpg?stp=dst-jpg_s150x150&_nc_cat=1&ccb=1-7&_nc_sid=3fd06f&_nc_ohc=4AHsPfYar5AQ7kNvgFboKvH&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AYC2wln5Y2h5missAlx05VZZDaP8sbG4gyMDnw9lzB8N_Q&oe=666179E1,1066763,https://www.instagram.com/ichiragpaswan/,Instagram,9651287768,False,,,"ia contribute to the construction of developed and prosperous bihar

you are cordially invited to make bihar first  bihari first sankalp mahasabha

date  16 january 2024 1215 pm
location  akshayavat rai stadium hajipur vaishali

hajipur bihar1st_bihari1st",,-1,['../images\\image_10203_0.jpg'],"प्रिय साथियों ०
लोक जनशक्ति पार्ट (एमविलाय)
के तत्वावधान में आयोजित
बिहार फर्स्ट - बिहारी फर्स्ट "" संकल्प महासभा ""
को भव्य और ऐतिहासिक बनाने हेतु और विकसित

बिहार के निर्माण के लिए आप सादर आमंत्रित हैं।

थ्री चिराग पासवान जी

माननीय राष्ट्रीय अध्यक्ष, लोजपा (रा.)
सह सांसद, HS
दिनांक - 46 जनवरी 2024
स्थान - अक्षयवट राय स्टेडियम, हाजीपुर , वैशाली
समय - 72:5 बजे दिन

","Dear friends 0
Lok Janshakti Part (Mvilaya)
organized under the auspices of
Bihar First - Bihari First ""Sankalp Mahasabha""
further developed to make it grand and historic

You are cordially invited for the construction of Bihar.

Three Chirag Paswan ji

Honorable National President, LJP (R)
Co MP, HS
Date – 46 January 2024
Venue – Akshayvat Rai Stadium, Hajipur, Vaishali
Time - 72:5 pm",ichiragpaswan,LJSP,Left
10209,3.277135582e+28,Instagram,2024-01-10 11:10:26,2024-05-21 18:19:46,photo,"हर हाथ शिक्षा, हर हाथ रोजगार 
आईए , मिलकर बदलेंगे बिहार !

#Bihar1st_bihari1st | #Chiragpaswan | #biharkachirag",https://www.instagram.com/p/C16uXL-PIlq/,327573,-2.5131086142,"[{'type': 'photo', 'url': 'https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/418369548_7024490374309991_1228331726706912306_n.heic?stp=dst-jpg&_nc_cat=102&ccb=1-7&_nc_sid=18de74&_nc_ohc=-QiHzd_TGxYQ7kNvgHDBhBp&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AYB0zASshU8v6tAnlUjPQkeuSffNQTRj3UHY1uMFMnYeXg&oe=665F13ED', 'height': 1080, 'width': 1080}]",False,hi,0,8063839|3277135582408247658,4772,34,11950,128,8063839,Chirag Paswan,ichiragpaswan,https://scontent-sea1-1.cdninstagram.com/v/t51.2885-19/381267994_1471944610252765_4549254365658642136_n.jpg?stp=dst-jpg_s150x150&_nc_cat=1&ccb=1-7&_nc_sid=3fd06f&_nc_ohc=4AHsPfYar5AQ7kNvgFboKvH&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AYC2wln5Y2h5missAlx05VZZDaP8sbG4gyMDnw9lzB8N_Q&oe=666179E1,1066763,https://www.instagram.com/ichiragpaswan/,Instagram,9651287768,False,,,"every hand education every hand employment
come bihar will change together

bihar1st_bihari1st chiraagpaswan biharkachirag",,-1,['../images\\image_10209_0.jpg'],"हर हाथ शिक्षा

हर हाथ रोजगार
चिराग के साथ बदलेंगे बिहार !

राज्य के सभी विश्वविद्यालयों में परीक्षा
“™ नियंत्रक की वहाली बिहार लोक सेवा
आयोग के माध्यम से होगी

राज्य के aaft विद्यालयों, महाविद्यालयों,
aig विश्वविद्यालयों में रिक्त पड़े लाईब्रेटियन एवं
लैब टेक्निशियन के पदों पर बहाली
अविलंब की जाएगी।

शिक्षकों के वेतनमाज में अंतर को दर कर
S| सही समय पर वेतन की व्यवस्था
जाएगी।

","every hand education

employment for every hand
Bihar will change with Chirag!

Examination in all universities of the state
“™ Controller's Wahali Bihar Public Service
will be done through the commission

aaft schools, colleges of the state,
librarians lying vacant in aig universities and
Restoration on the posts of lab technician
Will be done immediately.

Rate the difference in salary scales of teachers
S| timely payment arrangements
Will go.",ichiragpaswan,LJSP,Left
10224,3.276980725e+29,Instagram,2024-01-10 06:02:45,2024-05-21 18:19:13,photo,समस्त देशवासियों को विश्व हिंदी दिवस की हार्दिक शुभकामनाएं।,https://www.instagram.com/p/C16LJtkvFF1/,16741,-1.475,"[{'type': 'photo', 'url': 'https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/417817420_1101026554582508_8498538140929663898_n.jpg?_nc_cat=102&ccb=1-7&_nc_sid=18de74&_nc_ohc=pd5oA1iGG0QQ7kNvgE7gJvH&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AYA2Rd2oeVwWCcRrNnMEdv_19DVqg8kIedUaSSK5MZnC6Q&oe=6652D24A', 'height': 972, 'width': 1279}]",False,hi,0,8063813|3276980724787073397,77,3,114,4,8063813,Veena Devi,iveenadevi,https://scontent-sea1-1.cdninstagram.com/v/t51.2885-19/299840913_1249254679155335_1284598036435125072_n.jpg?stp=dst-jpg_s150x150&_nc_cat=103&ccb=1-7&_nc_sid=3fd06f&_nc_ohc=c_tJ1XY4bIkQ7kNvgHhue5I&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AYD30_l7ehYRzihpSnBcQPXVoZ8IDDw-vfwOiIx1C4QG9w&oe=6661AC73,27300,https://www.instagram.com/iveenadevi/,Instagram,12906038168,True,,,happy world hindi day to all countrymen,,-1,[None],,,iveenadevi,LJSP,Left
10254,3.276366189e+28,Instagram,2024-01-09 09:41:47,2024-05-21 18:19:46,photo,"क्या नीतीश कुमार जी के पास CM बनने का जनादेश था ? बिहार की महान जनता ने तो उन्हें CM के लिए भी नकार दिया था। लेकिन उस वक्त भाजपा की कृपा पर और अब RJD की बैसाखी पर मुख्यमंत्री बने हुए हैं। जिन्हें बिहार की जनता मुख्यमंत्री बनने लायक नहीं समझती, देश की जनता उन्हें अपना प्रधानमंत्री कैसे चुन लेगी ? खैर, सपने देखने पर पाबंदी नहीं है लेकिन मुख्यमंत्री जी , सपना खुली आँखों से देखें तो ज्यादा बेहतर रहेगा ।",https://www.instagram.com/p/C13_bCUPNpz/,325815,-1.7380918118,"[{'type': 'photo', 'url': 'https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/418352824_336417495933111_8749296310720415306_n.heic?stp=dst-jpg&_nc_cat=110&ccb=1-7&_nc_sid=18de74&_nc_ohc=DMAdDZVN7XUQ7kNvgH1nlGt&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AYD4xcSBzShtcyysynU6MtcpHKBjkd3fo73at2PyB11Gog&oe=665F27EC', 'height': 1080, 'width': 1080}]",False,hi,0,8063839|3276366188778412659,6853,96,11950,128,8063839,Chirag Paswan,ichiragpaswan,https://scontent-sea1-1.cdninstagram.com/v/t51.2885-19/381267994_1471944610252765_4549254365658642136_n.jpg?stp=dst-jpg_s150x150&_nc_cat=1&ccb=1-7&_nc_sid=3fd06f&_nc_ohc=4AHsPfYar5AQ7kNvgFboKvH&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AYC2wln5Y2h5missAlx05VZZDaP8sbG4gyMDnw9lzB8N_Q&oe=666179E1,1066763,https://www.instagram.com/ichiragpaswan/,Instagram,9651287768,False,,,did nitish kumar ji have a mandate to become cmthe great people of bihar even rejected him for cmbut at that time on the grace of the bjp and now on the crutches of rjd they remain the chief ministerthose who do not consider the people of bihar to become the chief minister how will the people of the country choose their prime ministerwell there is no restriction on dreaming but chief minister sapna will be better if you look with open eyes,,-1,['../images\\image_10254_0.jpg'],"क्या नीतीश कुमार जी के पास CM बनने का जनादेश था ?
बिहार की महान जनता ने तो उन्हें CM के लिए भी नकार दिया था।
लेकिन उस वक्त भाजपा की कृपा पर और अब RID की बैसाखी पर
मुख्यमंत्री बने हुए हैं। जिन्हें बिहार की जनता मुख्यमंत्री बनने लायक
नहीं समझती, देश की जनता उन्हें अपना प्रधानमंत्री कैसे चुन लेगी ?
खैर, सपने देखने पर पाबंदी नहीं है लेकिन मुख्यमंत्री जी ,
सपना खुली आँखों से देखें तो ज्यादा बेहतर रहेगा।

=a —— a
=""

लोक जनशक्ति पार्टी (रामविलास) 5 £/ Hipaindia
","Did Nitish Kumar ji have the mandate to become CM?
The great people of Bihar had even rejected him for the CM post.
But at that time on the mercy of BJP and now on the crutch of RID
Remains the Chief Minister. whom the people of Bihar deserve to become the Chief Minister
Don't you understand, how will the people of the country elect him as their Prime Minister?
Well, there is no restriction on dreaming but Chief Minister,
It will be better if you see the dream with open eyes.

=a——a
,

Lok Janshakti Party (Ram Vilas) 5 £/Hipaindia",ichiragpaswan,LJSP,Left
10291,3.275671313e+28,Instagram,2024-01-08 10:41:11,2024-05-21 18:19:47,album,"विगत दिनों पहले समस्तीपुर के बछवाड़ा में आगजनी की भीषण घटना में श्री राम कुमार पासवान जी के पुत्र नीरज पासवान जी की परिवार सहित आग की चपेट में आने से दर्दनाक मौत हो गई थी।
आज पीड़ित परिजनों से मुलाकात कर उन्हें सांत्वना दी एवं स्थानीय प्रशासन से दुरभाष के माध्यम से बात कर उन्हें मुआवजा दिलाने की मांग की।",https://www.instagram.com/p/C11hbROv9rO/,324587,-1.174990549,"[{'type': 'photo', 'url': 'https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/417423705_210748798695398_5233995881960331111_n.heic?stp=dst-jpg&_nc_cat=102&ccb=1-7&_nc_sid=18de74&_nc_ohc=Zczjskg9MEYQ7kNvgHju2xV&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AYCzwc_LCj03LeBt3OPCddgznCsRX-GVlzj0dANYVZchig&oe=665EFF37', 'height': 960, 'width': 1440}]",False,hi,0,8063839|3275671313443707598,23645,162,27802,171,8063839,Chirag Paswan,ichiragpaswan,https://scontent-sea1-1.cdninstagram.com/v/t51.2885-19/381267994_1471944610252765_4549254365658642136_n.jpg?stp=dst-jpg_s150x150&_nc_cat=1&ccb=1-7&_nc_sid=3fd06f&_nc_ohc=4AHsPfYar5AQ7kNvgFboKvH&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AYC2wln5Y2h5missAlx05VZZDaP8sbG4gyMDnw9lzB8N_Q&oe=666179E1,1066763,https://www.instagram.com/ichiragpaswan/,Instagram,9651287768,False,,,"recently in the fierce incident of arson in bachwara of samastipur neeraj paswan jis son neeraj paswan jis family was traumatized due to the fire
today he met the victims families and consoled them and talked to the local administration through durbhash and demanded compensation to them",,-1,['../images\\image_10291_0.jpg'],,,ichiragpaswan,LJSP,Left
10316,3.275094901e+28,Instagram,2024-01-07 15:35:58,2024-05-21 18:19:47,photo,कल दिनांक 08जनवरी के विभिन्न कार्यक्रम :,https://www.instagram.com/p/C1zeXXUv7S-/,323362,-2.2096597146,"[{'type': 'photo', 'url': 'https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/417772788_2476138539232376_1862620713605096846_n.heic?stp=dst-jpg&_nc_cat=102&ccb=1-7&_nc_sid=18de74&_nc_ohc=MkcjPvdNQnUQ7kNvgGYh0z8&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AYBV4_8DS0qGQR0sKnNoxbAOEdDWXqjJpzl8rBAo-TIljQ&oe=665F1E86', 'height': 1080, 'width': 1080}]",False,hi,0,8063839|3275094901015950526,5387,79,11950,128,8063839,Chirag Paswan,ichiragpaswan,https://scontent-sea1-1.cdninstagram.com/v/t51.2885-19/381267994_1471944610252765_4549254365658642136_n.jpg?stp=dst-jpg_s150x150&_nc_cat=1&ccb=1-7&_nc_sid=3fd06f&_nc_ohc=4AHsPfYar5AQ7kNvgFboKvH&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AYC2wln5Y2h5missAlx05VZZDaP8sbG4gyMDnw9lzB8N_Q&oe=666179E1,1066763,https://www.instagram.com/ichiragpaswan/,Instagram,9651287768,False,,,various programs of january 08 tomorrow,,140,['../images\\image_10316_0.jpg'],"= 608 2024 &

लोक जनक्षक्ति पार्टी

(रामविलास) के राष्ट्रीय अध्यक्ष

श्री चिराग पासवान जी

का कार्यक्रम

समय - दोपहर ॥2:00 बजे

भूपेन्द्र नारायण कुंवर जी, प्रखण्ड अध्यक्ष लोजपा (रा.)
के देहांत उपढंत शोक Gata पटिजनों से मुलाकात

स्थान- ग्राम शहबाजपुर, जिला समस्तीपुर

समय - दोपहर i2:40 बजे

अगलगी Eigen में मत में मृत नीरज पासवान जी
के पीड़ित से मुलाकात
स्थान- ग्राम ACA, नया टोला,निला बेगूसराय

समय - शाम 4:00 बजे

शहीद चंदन कुमाद जी के परिजनों मे मुलाकात
स्थान- ग्राम नाटोमुटाट,जिला नवादा।

समय - शाम 05:40 बजे

जयप्रकाशपासवानजी _
जिला उपाध्यक्ष नालन्दा, लोजपा (रा.) के निधन
उपरांत शोकाकुल परिजनों में मुलाकात

क्थान- ग्राम अवनामा,जिला नालन्दा
समय - 06:0 बजे

भोजपुरी गायिका वर्षा रानी के निधन उपरांत
शोकाकुल परिजनों से मुलाकात

। ग्राम खद्दीपट,जिला नालन्दा

@ 8 | lip4india
","= 608 2024 &

Lok Janakshakti Party

(Ram Vilas) National President

Shri Chirag Paswan ji

program of

Time: 2:00 pm

Bhupendra Narayan Kunwar ji, Block President LJP (R.)
Mourning the demise of Gata Patijans

Location- Village Shahbazpur, District Samastipur

Time – i2:40 pm

Neeraj Paswan dead in vote in Agalgi Eigen
meeting the victim of
Location- Village ACA, Naya Tola, Nila Begusarai

Time – 4:00 pm

Meeting with the family members of martyr Chandan Kumad ji
Location- Village Natomutat, District Nawada.

Time – 05:40 pm

Jai Prakash Paswanji_
Death of District Vice President Nalanda, LJP (R)
After meeting the bereaved family

Location- Village Avanama, District Nalanda
Time - 06:00

After the death of Bhojpuri singer Varsha Rani
meeting bereaved family members

, Village Khaddipat, District Nalanda

@8 | lips4india",ichiragpaswan,LJSP,Left
10325,3.274983081e+28,Instagram,2024-01-07 11:53:48,2024-05-21 18:19:47,photo,"आज मधुबनी में मिले आप सबके प्यार , स्नेह और सम्मान के लिए आभार प्रकट करता हूं।

#madhubani",https://www.instagram.com/p/C1zE8Kavk-d/,323362,1.014075178,"[{'type': 'photo', 'url': 'https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/417934729_274561098969862_2331234592342523194_n.heic?stp=dst-jpg&_nc_cat=101&ccb=1-7&_nc_sid=18de74&_nc_ohc=856iRI8H66cQ7kNvgG513J2&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AYBArorX_6u38C7R57uNQv6zK0oZ-UxSoa3MFDfLdU1ecg&oe=665F0808', 'height': 1080, 'width': 1080}]",False,hi,0,8063839|3274983080569229213,12119,129,11950,128,8063839,Chirag Paswan,ichiragpaswan,https://scontent-sea1-1.cdninstagram.com/v/t51.2885-19/381267994_1471944610252765_4549254365658642136_n.jpg?stp=dst-jpg_s150x150&_nc_cat=1&ccb=1-7&_nc_sid=3fd06f&_nc_ohc=4AHsPfYar5AQ7kNvgFboKvH&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AYC2wln5Y2h5missAlx05VZZDaP8sbG4gyMDnw9lzB8N_Q&oe=666179E1,1066763,https://www.instagram.com/ichiragpaswan/,Instagram,9651287768,False,,,"today i express my gratitude for your love affection and honor in madhubani

madhubani",,-1,['../images\\image_10325_0.jpg'],"गथुबनी —

सांसद ag asia अध्यक्ष, लोक
जनशक्तिपार्टी (टामविलास)
@ 0 D@ichiragpaswan
","Gathubani –

mp ag asia president, public
Janashakti Party (Tomvilas)
@0 D@ichiragpaswan",ichiragpaswan,LJSP,Left
10330,3.2749519029999996e+28,Instagram,2024-01-07 10:51:51,2024-05-21 18:19:47,album,"आज मधुबनी के राजघाट मैदान में विशाल "" जनसंवाद "" कार्यक्रम को संबोधित किया ।",https://www.instagram.com/p/C1y92d9P2hE/,323362,-1.331793944,"[{'type': 'photo', 'url': 'https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/416935605_2632657200226063_6848325407047105157_n.heic?stp=dst-jpg&_nc_cat=110&ccb=1-7&_nc_sid=18de74&_nc_ohc=mJJ51NpYQ4EQ7kNvgGMBhW5&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AYDhywWWKY3zMzq5yY7WfvQQrekoCDFGoXvQ0VLrUVGHGg&oe=665EF770', 'height': 960, 'width': 1440}]",False,hi,0,8063839|3274951902906771524,20836,168,27802,171,8063839,Chirag Paswan,ichiragpaswan,https://scontent-sea1-1.cdninstagram.com/v/t51.2885-19/381267994_1471944610252765_4549254365658642136_n.jpg?stp=dst-jpg_s150x150&_nc_cat=1&ccb=1-7&_nc_sid=3fd06f&_nc_ohc=4AHsPfYar5AQ7kNvgFboKvH&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AYC2wln5Y2h5missAlx05VZZDaP8sbG4gyMDnw9lzB8N_Q&oe=666179E1,1066763,https://www.instagram.com/ichiragpaswan/,Instagram,9651287768,False,,,today addressed the huge mass media program at rajghat maidan in madhubani,,162,['../images\\image_10330_0.jpg'],,,ichiragpaswan,LJSP,Left
10343,3.2748170399999996e+28,Instagram,2024-01-07 06:23:54,2024-05-21 18:19:47,photo,"आगामी 16 जनवरी को दिन में 01 बजे हाजीपुर के अक्षयवट स्टेडियम में विशाल "" संकल्प महासभा "" को संबोधित करूंगा।",https://www.instagram.com/p/C1yfL9KtnTb/,323362,-2.6336676842999998,"[{'type': 'photo', 'url': 'https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/417153770_902389304455549_1978547677398214427_n.heic?stp=dst-jpg&_nc_cat=107&ccb=1-7&_nc_sid=18de74&_nc_ohc=no06ybttyi0Q7kNvgEbXUi3&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AYDXbjJNhMqFw4yQU2YE8te1r2kvccFE3hIUvYxI6J422Q&oe=665F1BE1', 'height': 1080, 'width': 1080}]",False,hi,0,8063839|3274817040085841115,4527,59,11950,128,8063839,Chirag Paswan,ichiragpaswan,https://scontent-sea1-1.cdninstagram.com/v/t51.2885-19/381267994_1471944610252765_4549254365658642136_n.jpg?stp=dst-jpg_s150x150&_nc_cat=1&ccb=1-7&_nc_sid=3fd06f&_nc_ohc=4AHsPfYar5AQ7kNvgFboKvH&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AYC2wln5Y2h5missAlx05VZZDaP8sbG4gyMDnw9lzB8N_Q&oe=666179E1,1066763,https://www.instagram.com/ichiragpaswan/,Instagram,9651287768,False,,,on january 16 i will address the huge sankalp mahasabha at akshayavat stadium in hajipur at 01 am on january 16,,144,['../images\\image_10343_0.jpg'],"हि . के न

बिहारी फर्स्ट

संकल्प
महासभा

स्थान- अक्षयवट स्टेडियम ,
हाजीपुट

दिनांक - 6 जनवरी 2024
समय - बजे दिन

€ 0 | \jp4india

","Hi. ke na

Bihari First

Resolution
General Assembly

Venue- Akshayavat Stadium,
Hajiput

Date – 6 January 2024
time - o'clock day

€0 | \jp4india",ichiragpaswan,LJSP,Left
10347,3.274796541e+28,Instagram,2024-01-07 05:43:10,2024-05-21 18:19:47,photo,"वर्तमान में नीतीश कुमार जी के नेतृत्व वाली महागठबंधन की सरकार ने 33 वर्षों में बिहार को क्या दिया :

33 साल - बिहार बेहाल 

#महागठबंधन #नीतीशराज",https://www.instagram.com/p/C1yahpzPn6W/,323362,-1.9306265985,"[{'type': 'photo', 'url': 'https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/417476543_741642144526093_2875170237892948979_n.heic?stp=dst-jpg&_nc_cat=111&ccb=1-7&_nc_sid=18de74&_nc_ohc=R4k3fYza3DEQ7kNvgGzViZ3&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AYC0o-iIvr-aJ1o6YDFMy1KOCFb71tKVIbZ5lzBlUe9jug&oe=665F109D', 'height': 1080, 'width': 1080}]",False,hi,0,8063839|3274796540886941334,6114,142,11950,128,8063839,Chirag Paswan,ichiragpaswan,https://scontent-sea1-1.cdninstagram.com/v/t51.2885-19/381267994_1471944610252765_4549254365658642136_n.jpg?stp=dst-jpg_s150x150&_nc_cat=1&ccb=1-7&_nc_sid=3fd06f&_nc_ohc=4AHsPfYar5AQ7kNvgFboKvH&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AYC2wln5Y2h5missAlx05VZZDaP8sbG4gyMDnw9lzB8N_Q&oe=666179E1,1066763,https://www.instagram.com/ichiragpaswan/,Instagram,9651287768,False,,,"currently the grand alliance government led by nitish kumar ji gave bihar to bihar in 33 years

33 years  bihar is disturbed

grand alliance nitishraj",,-1,['../images\\image_10347_0.jpg'],"लालु-नीतीश का जंगलराज..

७६ / ljp4india
","Lalu-Nitish's Jungle Raj..
76/bjp4india",ichiragpaswan,LJSP,Left
10355,3.274720294e+28,Instagram,2024-01-07 03:11:41,2024-05-21 18:19:47,photo,आज के मेरे विभिन्न कार्यक्रम :,https://www.instagram.com/p/C1yJMHtvnNw/,323362,-2.6615249008,"[{'type': 'photo', 'url': 'https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/417243562_378726244642429_4101887121068106478_n.heic?stp=dst-jpg&_nc_cat=106&ccb=1-7&_nc_sid=18de74&_nc_ohc=Tj5jZeMLdYAQ7kNvgGlzoz-&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AYAzh_zqjp8VexiuK_Tlzx_hCxEi_rv7Q0V7QH5GvSvxjw&oe=665EFF6D', 'height': 1080, 'width': 1080}]",False,hi,0,8063839|3274720294387741552,4479,59,11950,128,8063839,Chirag Paswan,ichiragpaswan,https://scontent-sea1-1.cdninstagram.com/v/t51.2885-19/381267994_1471944610252765_4549254365658642136_n.jpg?stp=dst-jpg_s150x150&_nc_cat=1&ccb=1-7&_nc_sid=3fd06f&_nc_ohc=4AHsPfYar5AQ7kNvgFboKvH&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=00_AYC2wln5Y2h5missAlx05VZZDaP8sbG4gyMDnw9lzB8N_Q&oe=666179E1,1066763,https://www.instagram.com/ichiragpaswan/,Instagram,9651287768,False,,,todays various programs,,-1,['../images\\image_10355_0.jpg'],"लोक जनशक्ति पार्टी

(रामविलास) के राष्ट्रीय अध्यक्ष

थ्री चिराग पासवान जी

का
कार्यक्रम
समय- दोपहर ०: 30 बजे

जन संवाद सह मिलन समारोह orden a
शामिल होकर जनसभा को संबोधित करेंगे

स्थान- राजघाट मैदान, जिला मधुबनी

समय- शाम 06: 45 बजे

श्री fader ara oft के पूज्य पिताजी के
SpA में शामिल

क्थान- ग्राम किट॒तपुर राजाटाम,
जिला वैशाली

५ x $ /Ijp4india
","Lok Janshakti Party

(Ram Vilas) National President

Three Chirag Paswan ji

Of
Program
Time- 0:30 pm

public dialogue cum meeting ceremony orden a
Will attend and address the public meeting

Location- Rajghat Ground, District Madhubani

Time- 06:45 pm

Respected father of Mr. fader ara oft
Involved in SpA

Location: Village Kittarpur Rajatam,
District Vaishali

5 x $/Ijp4india",ichiragpaswan,LJSP,Left
